ro.build.id,ro.build.display.id,ro.product.name,ro.product.device,ro.product.board,ro.product.manufacturer,ro.product.brand,ro.product.model,ro.bootloader,ro.hardware,ro.build.type,ro.build.tags,ro.build.fingerprint,ro.build.user,ro.build.host,ro.build.version.incremental,ro.build.version.release,ro.build.version.sdk,ro.build.version.codename,screen.height,screen.width,screen.density,screen.xdpi,screen.ydpi,screen.dpi,screen.scaledDensity
PTBS29.401-58-8,PTBS29.401-58-8,pokerp_reteu_64,pokerp,p161bn,motorola,motorola,moto e(6) plus,0x0710,mt6762,user,release-keys,,android,HT-JENKINS14,58-8,9,28,REL,1418,720,1.75,277.0900,283.0280,280,1.75
RKQ1.201004.002,RKQ1.201004.002 test-keys,ginkgo,ginkgo,ginkgo,Xiaomi,xiaomi,Redmi Note 8,unknown,qcom,user,release-keys,,builder,m1-xm-ota-bd194.bj.idc.xiaomi.com,V12.5.2.0.RCOMIXM,11,30,REL,2216,1080,2.75,409.4320,409.9030,440,2.75
RP1A.201005.006,YESTEL_X3_V01_20210930,X3_EEA,X3_EEA,exdroid,YESTEL,YESTEL,X3_EEA,unknown,sun50iw10p1,user,release-keys,,zhqxu,247,20210702-103137,11,30,REL,976,600,1.00,171.2350,171.1150,160,1.00
SP1A.210812.016,SP1A.210812.016.A217FXXU8DVG4,a21snnxx,a21s,exynos850,samsung,samsung,SM-A217F,A217FXXU8DVG4,exynos850,user,release-keys,,dpi,VPDJR108,A217FXXU8DVG4,12,31,REL,1448,720,1.75,265.0430,267.3680,280,1.93
RP1A.201005.006,Aocwei_X300_V01_20211223,X300_EEA,X300_EEA,exdroid,Aocwei,Aocwei,X300_EEA,unknown,sun50iw10p1,user,release-keys,,zhqxu,247,20211214-192937,11,30,REL,976,600,1.00,171.2350,171.1150,160,1.15
SP1A.210812.016,SP1A.210812.016.S908EXXS2AVI7,b0qxxx,b0q,taro,samsung,samsung,SM-S908E,S908EXXS2AVI7,qcom,user,release-keys,,dpi,SWDK6319,S908EXXS2AVI7,12,31,REL,2106,1080,2.81,375.7807,377.0917,450,2.81
RP1A.200720.011,AL5186-selene-build-20220815155641,eos_eea,eos,eos,Xiaomi,Redmi,21061119DG,unknown,mt6768,user,release-keys,,builder,m1-xm-ota-bd306.bj.idc.xiaomi.com,V12.5.22.0.RKUEUXM,11,30,REL,2167,1080,2.75,405.1030,405.1030,440,2.75
HUAWEIPOT-L21T,POT-LX1T 10.0.0.177(C431E3R2P3),POT-LX1TEEA,HWPOT-H,POT-L21T,HUAWEI,HUAWEI,POT-LX1T,unknown,kirin710,user,release-keys,,test,cn-central-1b-c9c241f4a1595926013587-1469351380-242t6,10.0.0.177C431,10,29,REL,2139,1080,3.00,403.4110,407.0950,480,3.90
HUAWEIVTR-L09,VTR-L09 9.1.0.252(C113E6R1P9),VTR-L09,HWVTR,VTR,HUAWEI,HUAWEI,VTR-L09,unknown,hi3660,user,release-keys,,test,shajk0012cna,252C113,9,28,REL,1792,1080,3.00,428.6250,431.5750,480,3.00
SP1A.210812.016,SP1A.210812.016.A536BXXU4AVH9,a53xnaeea,a53x,s5e8825,samsung,samsung,SM-A536B,A536BXXU4AVH9,s5e8825,user,release-keys,,dpi,21DK7A10,A536BXXU4AVH9,12,31,REL,2159,1080,3.19,409.4320,406.4000,510,4.78
QKQ1.200209.002,CPH1941EX_11_C.88,CPH1941EEA,OP4B80L1,trinket,OPPO,OPPO,CPH1941,unknown,qcom,user,release-keys,,root,Ubuntu-4-55,2021040000,10,29,REL,1456,720,2.00,268.9410,269.1390,320,2.70
QP1A.190711.020,CPH2179_11_A.51,CPH2179T2,OP4F2F,oppo6765,OPPO,OPPO,CPH2179,unknown,mt6765,user,release-keys,,root,Ubuntu-134-11,1659343474,10,29,REL,1456,720,2.00,269.2180,269.2100,320,2.00
PPR1.180610.011,PPR1.180610.011.A305GUBS4ATD1,a30ub,a30,universal7885,samsung,samsung,SM-A305G,A305GUBS4ATD1,exynos7885,user,release-keys,,dpi,SWDI7617,A305GUBS4ATD1,9,28,REL,2131,1080,2.62,409.4320,404.3260,420,2.89
SP1A.210812.016,SP1A.210812.016.G780FXXSADVJ1,r8seea,r8s,exynos990,samsung,samsung,SM-G780F,G780FXXSADVJ1,exynos990,user,release-keys,,dpi,21DKGB23,G780FXXSADVJ1,12,31,REL,2168,1080,3.00,409.4320,406.4000,480,3.00
RP1A.201105.002,sunfish-userdebug 11 RP1A.201105.002 9179008 dev-keys,sunfish,sunfish,sunfish,Google,google,Pixel 4a,s5-0.2-6539975,sunfish,userdebug,dev-keys,,android-build,abfarm-2004-4017,9179008,11,30,REL,2160,1080,2.75,442.4510,443.5520,440,2.75
HUAWEIMRD-LX3,MRD-L23 9.1.0.328(C605E6R1P7),MRD-L23,HWMRD-M1,MRD-L23,HUAWEI,HUAWEI,MRD-LX3,unknown,mt6761,user,release-keys,,test,cn-central-1b-3345e6a201596603416550-3136780659-pp2fz,9.1.0.328C605,9,28,REL,1422,720,2.00,281.3530,283.0280,320,2.00
RP1A.200720.011,AL5186-selene-build-20220725161352,eos_eea,eos,eos,Xiaomi,Redmi,21061119DG,unknown,mt6768,user,release-keys,,builder,c4-xm-ota-bd095.bj,V12.5.11.0.RKUEUHG,11,30,REL,2167,1080,2.75,405.1030,405.1030,440,3.66
RKQ1.200903.002,qssi-user 11 RKQ1.200903.002 V12.0.23.0.RFQEUXM,laurel_sprout_eea,laurel_sprout,trinket,Xiaomi,Xiaomi,Mi A3,unknown,qcom,user,release-keys,,builder,m1-xm-ota-bd362.bj.idc.xiaomi.com,V12.0.23.0.RFQEUXM,11,30,REL,1411,720,2.00,281.3530,283.0280,320,2.60
RKQ1.201004.002,RKQ1.201004.002 test-keys,ginkgo,ginkgo,ginkgo,Xiaomi,xiaomi,Redmi Note 8,unknown,qcom,user,release-keys,,builder,m1-xm-ota-bd194.bj.idc.xiaomi.com,V12.5.2.0.RCOMIXM,11,30,REL,1080,2130,2.75,409.4320,409.9030,440,2.75
PPR1.180610.011,GEN_LA_D_A5_2020_V1.2,P963F50,P963F50,smooth,ZTE,ZTE,ZTE Blade A5 2020,unknown,s9863a1h10,user,release-keys,,zte,scl_xa242_095,20201201.123447,9,28,REL,1398,720,2.25,282.2220,282.2220,360,2.59
SP1A.210812.016,SP1A.210812.016.A336MUBU2AVF1,a33xub,a33x,s5e8825,samsung,samsung,SM-A336M,A336MUBU2AVF1,s5e8825,user,release-keys,,dpi,SWDK3905,A336MUBU2AVF1,12,31,REL,2176,1080,3.00,409.4320,411.8910,480,3.90
SP1A.210812.016,SP1A.210812.016,amber_eea,amber,amber,Xiaomi,Xiaomi,21081111RG,unknown,mt6893,user,release-keys,,builder,m1-xm-ota-bd145.bj.idc.xiaomi.com,V13.0.8.0.SKWEUXM,12,31,REL,2186,1080,2.75,394.7050,394.5630,440,2.75
RP1A.200720.011,TB-X306F_S230296_220517_BMP,LenovoTB-X306F_EEA,X306F,amar_row_wifi,LENOVO,Lenovo,Lenovo TB-X306F,unknown,mt8768,user,release-keys,,buildslave,bjsl151,TB-X306F_USR_S230296_2205170007_V8_BMP_ROW,11,30,REL,784,1280,1.00,150.5180,150.5180,160,1.00
SP1A.210812.016,SP1A.210812.016.G975FXXUFHVG4,beyond2lteeea,beyond2,exynos9820,samsung,samsung,SM-G975F,G975FXXUFHVG4,exynos9820,user,release-keys,,dpi,21DKGA23,G975FXXUFHVG4,12,31,REL,2047,1080,2.62,391.8855,391.2967,420,2.89
QP1A.190711.020,QP1A.190711.020.G965FXXUHFVG4,star2ltexx,star2lte,exynos9810,samsung,samsung,SM-G965F,G965FXXUHFVG4,samsungexynos9810,user,release-keys,,dpi,SWDH4610,G965FXXUHFVG4,10,29,REL,2169,1080,3.38,397.5645,397.0980,540,3.71
RP1A.200720.012,RP1A.200720.012.A202FXXU3CVG2,a20eeea,a20e,exynos7884B,samsung,samsung,SM-A202F,A202FXXU3CVG2,exynos7884B,user,release-keys,,dpi,21DK7B11,A202FXXU3CVG2,11,30,REL,1406,720,2.00,294.9670,293.5110,320,2.00
QP1A.190711.020,QP1A.190711.020,dandelion_eea,dandelion,dandelion,Xiaomi,Redmi,M2006C3LVG,unknown,mt6762,user,release-keys,,builder,c4-miui-ota-bd175.bj,V12.0.20.0.QCDEUXM,10,29,REL,1449,720,2.00,268.9410,269.1390,320,2.34
SP1A.210812.016,CPH2371_11_C.24,CPH2371EEA,OPD4A1L1,k6877v1_64,OPPO,OPPO,CPH2371,unknown,mt6877,user,release-keys,,root,dg02-pool03-kvm280,R.GDPR.202208262203,12,31,REL,2161,1080,3.00,409.4320,409.1270,480,3.00
RP1A.200720.012,RP1A.200720.012 release-keys,2026,2026,k65v1_64_bsp,vivo,vivo,V2026,unknown,mt6765,user,release-keys,,compiler,comsz01078161,eng.compil.20220926.233234,11,30,REL,1475,720,1.88,269.2100,269.2100,300,2.89
RP1A.200720.011,RMX2189_11_C.13,RMX2189,RMX2189,oppo6765,realme,realme,RMX2189,unknown,mt6765,user,release-keys,realme/RMX2189/RMX2189:11/RP1A.200720.011/1656996364941:user/release-keys,root,ubuntu-9-164,1656996364941,11,30,REL,1456,720,2.00,269.2180,269.2100,320,2.00
HUAWEICLT-L09,CLT-L09 10.0.0.171(C432E3R1P3),CLT-L09,HWCLT,CLT,HUAWEI,HUAWEI,CLT-L09,unknown,kirin970,user,release-keys,,test,cn-central-1b-4e4cbb22b1594795492447-552306360-g0qt9,10.0.0.171C432,10,29,REL,2037,1080,3.00,409.4320,409.3230,480,3.90
RP1A.200720.012,RP1A.200720.012.A127MUBS5AVE1,a12sub,a12s,exynos850,samsung,samsung,SM-A127M,A127MUBS5AVE1,exynos850,user,release-keys,,dpi,21DJ6C19,A127MUBS5AVE1,11,30,REL,1486,720,1.47,268.9410,269.1390,235,1.32
QP1A.190711.020,UMIDIGI_BISON.E_V1.0_20201023,BISON_EEA,BISON,g2033upt_v1_ga_ym_bison_eea_q,HXY,UMIDIGI,BISON,unknown,mt6771,user,release-keys,,user,1,2010221715,10,29,REL,2112,1080,3.00,403.4110,407.0950,480,3.00
TP1A.220905.004,TP1A.220905.004,oriole,oriole,oriole,Google,google,Pixel 6,slider-1.2-8739948,oriole,user,release-keys,,android-build,abfarm-release-rbe-64-00030,8927612,13,33,REL,2219,1080,2.62,409.4320,411.8910,420,2.62
PKQ1.181121.001,PKQ1.181121.001,pyxis,pyxis,sdm710,Xiaomi,Xiaomi,Mi 9 Lite,unknown,qcom,user,release-keys,,builder,c4-miui-ota-bd32.bj,V11.3.4.0.PFCMIXM,9,28,REL,2135,1080,2.75,397.5650,404.3260,440,2.75
RKQ1.201004.002,RKQ1.201004.002 test-keys,ginkgo,ginkgo,ginkgo,Xiaomi,xiaomi,Redmi Note 8,unknown,qcom,user,release-keys,,builder,m1-xm-ota-bd194.bj.idc.xiaomi.com,V12.5.2.0.RCOMIXM,11,30,REL,2130,1080,2.75,409.4320,409.9030,440,2.75
SP1A.210812.003_NONFC,SP1A.210812.003 release-keys,2126T,2126,k6833v1_64,vivo,vivo,V2126,unknown,mt6833,user,release-keys,,compiler,comsz01110015,compiler08182013,12,31,REL,2208,1080,2.75,408.6640,408.6330,440,3.16
HUAWEIHMA-L29,HMA-L29 10.1.0.289(C432E8R1P5),HMA-L29,HWHMA,HMA,HUAWEI,HUAWEI,HMA-L29,unknown,kirin980,user,release-keys,,test,cn-central-1b-fd54bc7601596224378655-1430093079-64fqw,10.1.0.289C432,10,29,REL,2049,1080,3.00,381.0000,382.5340,480,3.00
RTAS31.68-34-1-1,RTAS31.68-34-1-1,java_retail,java,p352,motorola,motorola,moto g(20),U-Boot 2015.07 (Jun 28 2022 - 10:28:54 +0800)SHARKL5PRO,ums512_1h10,user,release-keys,,android,HTSVR19,34-1-1,11,30,REL,1458,720,1.91,268.9410,269.1390,306,2.49
HUAWEIINE-LX1,INE-LX1 9.1.0.317(C432E1R1P1),INE-LX1,HWINE,INE,HUAWEI,HUAWEI,INE-LX1,unknown,kirin710,user,release-keys,,test,cn-central-1b-30e53e3651596509467653-1161984405-65p32,9.1.0.317C432,9,28,REL,2128,1080,3.00,409.4320,409.9030,480,3.00
QP1A.190711.020,AL2522-Merlin-V101-Q-0310,merlinnfc_eea,merlinnfc,merlinnfc,Xiaomi,Redmi,M2003J15SC,unknown,mt6769z,user,release-keys,,builder,c4-miui-ota-bd61.bj,V12.0.9.0.QJOEUXM,10,29,REL,2110,1080,2.75,394.7160,394.7160,440,2.75
RP1A.200720.011,RP1A.200720.011,merlin_global,merlin,merlin,Xiaomi,Redmi,M2003J15SC,unknown,mt6768,user,release-keys,,builder,m1-xm-ota-bd021.bj.idc.xiaomi.com,V12.0.6.0.RJOLMCR,11,30,REL,2110,1080,2.75,394.7160,394.7160,440,2.53
SKQ1.210216.001,CPH2197_11_C.47,CPH2197T2,OP4F39L1,holi,OPPO,OPPO,CPH2197,unknown,qcom,user,release-keys,,root,dg02-pool03-kvm212,R.202209091051,12,31,REL,2141,1080,3.38,403.4110,406.4000,540,5.40
PPPS29.55-35-18-7,PPPS29.55-35-18-7,aljeter,aljeter,msm8937,motorola,motorola,moto g(6) play,0xB830,qcom,user,release-keys,,hudsoncm,ilclbld98,6a0d0,9,28,REL,1358,720,1.70,281.3530,281.3530,272,1.45
SP1A.210812.003,SP1A.210812.003 release-keys,2130T,2130,k6877v1_64,vivo,vivo,V2130,unknown,mt6877,user,release-keys,,compiler,comsz01110018,compiler09231854,12,31,REL,2204,1080,2.75,408.3600,408.3600,440,3.16
SP1A.210812.016,SP1A.210812.016.G996NKSU3BUKG,t2sksx,t2s,exynos2100,samsung,samsung,SM-G996N,G996NKSU3BUKG,exynos2100,user,release-keys,,dpi,21DJ6614,G996NKSU3BUKG,12,31,REL,2163,1080,3.38,391.8850,393.2900,540,3.38
RP1A.200720.011,CPH1969_11_F.20,CPH1969,OP4863,oppo6771,OPPO,OPPO,CPH1969,unknown,mt6771,user,release-keys,,root,ubuntu-10-78,1648824731399,11,30,REL,2208,1080,3.00,394.7160,394.7160,480,3.00
QOFS30.569-83-9,QOFS30.569-83-9,malta,malta,malta,motorola,motorola,moto e(7),malta-fabec01-20211104143136-20220918234040,mt6762,user,release-keys,,xscm,ontimbjlx003,168de,10,29,REL,1472,720,1.75,269.2100,269.2100,280,2.27
RKQ1.211103.002,CPH2091_11_F.76,CPH2091EEA,OP4C45L1,lito,OPPO,OPPO,CPH2091,unknown,qcom,user,release-keys,,root,dg02-pool03-kvm198,Q.GDPR.202209172259,12,31,REL,2144,1080,3.38,403.4110,401.0520,540,5.40
RP1A.200720.011,RP1A.200720.011 release-keys,T767H,Buffalo,MT6833,TCL,TCL,T767H,unknown,mt6833,user,release-keys,,int,int-docker,2B2F,11,30,REL,1460,720,2.00,285.7500,315.0380,320,2.00
QOHS30.280-19-12,QOHS30.280-19-12,fijisc,fijisc,fijisc,motorola,motorola,moto e(6i),fijisc_2g-edce3c4-20210523173412-20220804105907,fijisc,user,release-keys,,xscm,android-build,c862d,10,29,REL,1424,720,1.75,285.7500,283.0280,280,1.75
SP1A.210812.016,SP1A.210812.016.A336MUBU4AVJ1,a33xub,a33x,s5e8825,samsung,samsung,SM-A336M,A336MUBU4AVJ1,s5e8825,user,release-keys,,dpi,21DK7B24,A336MUBU4AVJ1,12,31,REL,2185,1080,2.81,409.4320,411.8910,450,3.09
SP1A.210812.016,CPH2387_11_A.23,CPH2387T2,OP5355,k65v1_64_bsp,OPPO,OPPO,CPH2387,unknown,mt6765,user,release-keys,,root,dg02-pool03-kvm195,S.202210130650,12,31,REL,1460,720,2.00,269.2100,269.2100,320,2.00
SP1A.210812.016,SP1A.210812.016.A225MUBU3BVD8,a22ub,a22,a22,samsung,samsung,SM-A225M,A225MUBU3BVD8,mt6769t,user,release-keys,,dpi,21DJ6817,A225MUBU3BVD8,12,31,REL,1452,720,1.88,272.9550,274.5940,300,1.88
RP1A.201005.001,RP1A.201005.001.A032FXXU2AVH4,a3corexx,a3core,m168,samsung,samsung,SM-A032F,A032FXXU2AVH4,m168,user,release-keys,,dpi,21DK7912,A032FXXU2AVH4,11,30,REL,1459,720,2.00,268.9410,269.1390,320,2.00
QP1A.190711.020,QP1A.190711.020.J600FNXXSACVB1,j6ltexx,j6lte,exynos7870,samsung,samsung,SM-J600FN,J600FNXXSACVB1,samsungexynos7870,user,release-keys,,dpi,21HHAG04,J600FNXXSACVB1,10,29,REL,1384,720,2.00,294.9670,293.6870,320,2.00
RP1A.200720.011,AN3516-camellia-build-20220324204807,camellian_eea,camellian,camellian,Xiaomi,Redmi,M2103K19G,unknown,mt6833,user,release-keys,,builder,m1-xm-ota-bd132.bj.idc.xiaomi.com,V12.5.5.0.RKSEUXM,11,30,REL,2167,1080,2.75,405.1030,405.1030,440,4.12
RP1A.200720.011,RP1A.200720.011,galahad_global,galahad,galahad,Xiaomi,Redmi,M2004J19C,unknown,mt6768,user,release-keys,,builder,m1-xm-ota-bd014.bj.idc.xiaomi.com,V12.5.6.0.RJCMIXM,11,30,REL,2134,1080,2.75,394.7160,394.7160,440,3.22
SP1A.210812.016,SP1A.210812.016.A135FXXU2AVJ3,a13nseea,a13,exynos850,samsung,samsung,SM-A135F,A135FXXU2AVJ3,exynos850,user,release-keys,,dpi,21DKGB07,A135FXXU2AVJ3,12,31,REL,2199,1080,3.00,403.4110,399.7590,480,3.30
RKQ1.200826.002,RKQ1.200826.002 test-keys,tucana_eea,tucana,tucana,Xiaomi,Xiaomi,Mi Note 10,unknown,qcom,user,release-keys,Xiaomi/tucana_eea/tucana:11/RKQ1.200826.002/V12.5.5.0.RFDEUOR:user/release-keys,builder,m1-xm-ota-bd031.bj.idc.xiaomi.com,V12.5.5.0.RFDEUOR,11,30,REL,2138,1080,2.75,397.5650,398.8990,440,3.85
RP1A.200720.011,RMX2189_11_C.13,RMX2189T2,RMX2189,oppo6765,realme,realme,RMX2189,unknown,mt6765,user,release-keys,,root,ubuntu-9-164,1656996365707,11,30,REL,1456,720,2.00,269.2180,269.2100,320,2.00
RKQ1.201004.002,RKQ1.201004.002 test-keys,willow_eea,willow,willow,Xiaomi,xiaomi,Redmi Note 8T,unknown,qcom,user,release-keys,,builder,c4-xm-ota-bd073.bj,V12.5.2.0.RCXEUXM,11,30,REL,2130,1080,2.75,409.4320,409.9030,440,2.75
PPSS29.55-37-7-10,PPSS29.55-37-7-10,ali,ali,msm8953,motorola,motorola,moto g(6),0xC111,qcom,user,release-keys,,hudsoncm,ilclbld27,c25e,9,28,REL,2016,1080,3.00,428.6250,428.6250,480,3.00
RP1A.200720.012,RP1A.200720.012.A025FXXU3BUH1,a02qnnxx,a02q,QC_Reference_Phone,samsung,samsung,SM-A025F,A025FXXU3BUH1,qcom,user,release-keys,,dpi,21DJF820,A025FXXU3BUH1,11,30,REL,1471,720,1.75,320.8420,320.0000,280,1.93
POBS29.288-60-6-1-29,POBS29.288-60-6-1-29,fiji,fiji,fiji,motorola,motorola,moto e6s,fiji-8f1915b-20211104103059-20220218131227,mt6765,user,release-keys,,xscm,ontimbjlx007,c6fde,9,28,REL,1416,720,1.91,282.2220,282.2220,306,2.20
RP1A.201005.001,benco_AE9010_S131_INT_22E05,AE9010,AE9010,op500_64,benco,benco,AE9010,unknown,op500_64,user,release-keys,,lava,9c1e21a7ac5e,206,11,30,REL,1456,720,2.00,268.9410,269.1390,320,2.60
RP1A.200720.012,RP1A.200720.012.A415FXXU1CUD4,a41eea,a41,k68v1_64_titan,samsung,samsung,SM-A415F,A415FXXU1CUD4,mt6768,user,release-keys,,dpi,VPDJR106,A415FXXU1CUD4,11,30,REL,2184,1080,2.62,428.6250,432.3400,420,2.89
QP1A.190711.020,CD6j-H6211V-Q-OP-201215V091,CD6j-OP,TECNO-CD6j,TECNO-CD6j,TECNO MOBILE LIMITED,TECNO,TECNO CD6j,unknown,mt6765,user,release-keys,,buildsrv-ci,buildsrv-186,V-OP-201215V091,10,29,REL,1424,720,2.00,267.9160,267.9320,320,2.00
RP1A.200720.012,RP1A.200720.012.A202FXXU3CVC1,a20eeea,a20e,exynos7884B,samsung,samsung,SM-A202F,A202FXXU3CVC1,exynos7884B,user,release-keys,,dpi,VPDJR1010,A202FXXU3CVC1,11,30,REL,1406,720,2.00,294.9670,293.5110,320,2.00
RP1A.200720.012,RP1A.200720.012.A325FXXU2AVC2,a32eea,a32,k69v1_64_titan_marmot,samsung,samsung,SM-A325F,A325FXXU2AVC2,mt6769t,user,release-keys,,dpi,21DJGD05,A325FXXU2AVC2,11,30,REL,2195,1080,2.62,409.4320,411.8910,420,2.89
RP1A.200720.012,RP1A.200720.012.A226BXXS4AVF1,a22xnseea,a22x,S96801AA1,samsung,samsung,SM-A226B,A226BXXS4AVF1,mt6833,user,release-keys,,dpi,VPDJR106,A226BXXS4AVF1,11,30,REL,2208,1080,2.81,403.4110,402.3890,450,2.81
SKQ1.210908.001,SKQ1.210908.001 test-keys,sweet_eea,sweet,sweet,Xiaomi,Redmi,M2101K6G,unknown,qcom,user,release-keys,,builder,m1-xm-ota-bd159.bj.idc.xiaomi.com,V13.0.13.0.SKFEUXM,12,31,REL,2263,1080,2.75,394.7050,394.3070,440,3.44
QPZS30.30-Q3-38-69-12,QPZS30.30-Q3-38-69-12,guam_retail,guam,guam,motorola,motorola,moto e(7) plus,MBM-3.0-guam_retail-90e6a6b9642-221001,qcom,user,release-keys,,hudsoncm,ilclbld180,916393,10,29,REL,1515,720,1.75,268.9410,269.1390,280,1.75
RP1A.200720.011,RP1A.200720.011,maltose_global,maltose,maltose,Xiaomi,Redmi,M2101K7BL,unknown,mt6785,user,release-keys,,builder,m1-xm-ota-bd011.bj.idc.xiaomi.com,V12.5.10.0.RKLMXTC,11,30,REL,2177,1080,2.75,409.4320,409.1270,440,2.53
RP1A.200720.012,RP1A.200720.012.A405FNXXS4CVH1,a40eea,a40,exynos7904,samsung,samsung,SM-A405FN,A405FNXXS4CVH1,exynos7904,user,release-keys,,dpi,SWDK6915,A405FNXXS4CVH1,11,30,REL,2110,1080,3.00,435.4280,440.2660,480,4.50
RP1A.200720.011,TB-J616F_S000046_220311_ROW,TB-J616F_EEA,TB-J616F,p11,LENOVO,Lenovo,Lenovo TB-J616F,unknown,mt8185,user,release-keys,,buildslave,bjsl130,TB-J616F_S000046_220311_ROW,11,30,REL,1128,2000,1.50,212.9970,212.9970,240,1.50
SP1A.210812.016,SP1A.210812.016.A315GDXU1DVH1,a31nndx,a31,a31,samsung,samsung,SM-A315G,A315GDXU1DVH1,mt6768,user,release-keys,,dpi,SWDK3008,A315GDXU1DVH1,12,31,REL,2195,1080,2.62,409.4320,411.8910,420,2.89
STAS32.79-77-28-18-1,STAS32.79-77-28-18-1,hawaiip_g,hawaiip,p410ae,motorola,motorola,moto g22,0x0907,mt6765,user,release-keys,,android,HTSVR18,77-28-18-1,12,31,REL,1440,720,1.75,268.9410,267.3680,280,1.75
RP1A.200720.011,RP1A.200720.011,merlinnfc_eea,merlinnfc,merlinnfc,Xiaomi,Redmi,M2003J15SC,unknown,mt6768,user,release-keys,,builder,m1-xm-ota-bd021.bj.idc.xiaomi.com,V12.5.6.0.RJOEUXM,11,30,REL,1080,2110,2.75,394.7160,394.7160,440,2.75
RP1A.200720.012,RP1A.200720.012.A217FXXS8CVD2,a21snseea,a21s,exynos850,samsung,samsung,SM-A217F,A217FXXS8CVD2,exynos850,user,release-keys,,dpi,VPDJR208,A217FXXS8CVD2,11,30,REL,1448,720,1.75,265.0430,267.3680,280,1.93
HUAWEIJAT-L41,JAT-L41HW 9.1.0.337(C431E2R2P1),JAT-L41HWEEA,HWJAT-M,JAT-L41HW,HUAWEI,HUAWEI,JAT-L41,unknown,mt6765,user,release-keys,,test,cn-central-1b-6f3589b901596620028149-2631500572-8566l,9.1.0.337C431,9,28,REL,1422,720,2.00,281.3530,283.0280,320,2.60
RP1A.200720.012,RP1A.200720.012.A105FNXXS8CVH1,a10eea,a10,exynos7884B,samsung,samsung,SM-A105FN,A105FNXXS8CVH1,exynos7884B,user,release-keys,,dpi,21DKG921,A105FNXXS8CVH1,11,30,REL,1376,720,1.88,268.9410,269.9860,300,2.06
SP1A.210812.016,SP1A.210812.016.A135FXXU2AVH4,a13nseea,a13,exynos850,samsung,samsung,SM-A135F,A135FXXU2AVH4,exynos850,user,release-keys,,dpi,21DI2622,A135FXXU2AVH4,12,31,REL,2208,1080,2.81,403.4110,399.7590,450,2.81
SP1A.210812.016,SP1A.210812.016.A325FXXU2BVH2,a32eea,a32,a32,samsung,samsung,SM-A325F,A325FXXU2BVH2,mt6769t,user,release-keys,,dpi,21DKGA23,A325FXXU2BVH2,12,31,REL,2158,1080,3.38,409.4320,411.8910,540,5.06
HUAWEICMR-W09,CMR-W09 9.1.0.335(C432E5R1P3),CMR-W09,HWCMR09,CMR,HUAWEI,HUAWEI,CMR-W09,unknown,hi3660,user,release-keys,,test,cn-central-1b-f4eeac22c1585186340295-733122743-36zv6,9.1.0.335C432,9,28,REL,1516,2560,2.50,282.2220,281.4890,400,2.50
SP1A.210812.016,SP1A.210812.016.A035FXXU2BVI2,a03nnxx,a03,ums9230_25c10,samsung,samsung,SM-A035F,A035FXXU2BVI2,ums9230_25c10,user,release-keys,,dpi,SWDK3604,A035FXXU2BVI2,12,31,REL,1465,720,1.88,272.9550,269.1390,300,1.88
RKQ1.211001.001,RKQ1.211001.001 test-keys,fog_global,fog,fog,Xiaomi,Redmi,220333QAG,unknown,qcom,user,release-keys,,builder,m1-xm-ota-bd289.bj.idc.xiaomi.com,V13.0.12.0.RGEMIXM,11,30,REL,1505,720,2.00,268.9410,268.6530,320,2.00
RTAS31.68-34-1-1,RTAS31.68-34-1-1,java_retail,java,p352,motorola,motorola,moto g(20),U-Boot 2015.07 (Jun 28 2022 - 10:28:54 +0800)SHARKL5PRO,ums512_1h10,user,release-keys,,android,HTSVR19,34-1-1,11,30,REL,1466,720,1.75,268.9410,269.1390,280,1.75
RKQ1.211119.001,CPH2307_11_A.19,CPH2307EEA,OP52D5L1,lahaina,OPPO,OPPO,CPH2307,unknown,qcom,user,release-keys,,root,dg02-pool03-kvm192,S.GDPR.202208101657,12,31,REL,2156,1080,3.00,403.4110,401.0520,480,3.00
RKQ1.201004.002,RKQ1.201004.002 test-keys,ginkgo,ginkgo,ginkgo,Xiaomi,xiaomi,Redmi Note 8,unknown,qcom,user,release-keys,,builder,m1-xm-ota-bd194.bj.idc.xiaomi.com,V12.5.2.0.RCOMIXM,11,30,REL,2130,1080,3.38,409.4320,409.9030,540,4.72
QQ3A.200805.001,QQ3A.200805.001,walleye,walleye,walleye,Google,google,Pixel 2,mw8998-002.0083.00,walleye,user,release-keys,,android-build,abfarm-01332,6578210,10,29,REL,1794,1080,2.62,442.4510,443.3450,420,2.62
RP1A.200720.012,RP1A.200720.012.A405FNXXU4CVG2,a40eea,a40,exynos7904,samsung,samsung,SM-A405FN,A405FNXXU4CVG2,exynos7904,user,release-keys,,dpi,VPDJR1010,A405FNXXU4CVG2,11,30,REL,2110,1080,3.00,435.4280,440.2660,480,4.50
RKQ1.211103.002,CPH2145_11_C.49,CPH2145EEA,OP4F1BL1,lito,OPPO,OPPO,CPH2145,unknown,qcom,user,release-keys,,root,dg02-pool03-kvm139,R.GDPR.202207280013,12,31,REL,2153,1080,3.00,403.4110,401.0520,480,3.00
RP1A.200720.012,RP1A.200720.012.A505FNXXU9CVG2,a50eea,a50,exynos9610,samsung,samsung,SM-A505FN,A505FNXXU9CVG2,exynos9610,user,release-keys,,dpi,SWDK3707,A505FNXXU9CVG2,11,30,REL,2122,1080,2.81,403.4110,404.3260,450,3.09
